image,mse,psnr,ssim,lpips
test_sub-stroke0092_00000_dwi.png,0.11266221633908763,9.48221709390674,0.03686559503413943,0.40249624848365784
test_sub-stroke0092_00001_dwi.png,0.07386842038959626,11.315411878805534,0.020814725733156816,0.31555742025375366
test_sub-stroke0092_00002_dwi.png,0.05309905063796444,12.74913243633769,0.05844818671872069,0.31516289710998535
test_sub-stroke0092_00003_dwi.png,0.04326833573786665,13.638298090712361,0.037954125540054715,0.29401975870132446
test_sub-stroke0092_00004_dwi.png,0.03031631105802282,15.18323645540419,0.05022540550167022,0.25594669580459595
test_sub-stroke0092_00005_dwi.png,0.012644996755725557,18.980812777446985,0.0820456358445488,0.18099874258041382
test_sub-stroke0092_00006_dwi.png,0.006546654779631067,21.839805598347173,0.2759106429823097,0.16263766586780548
test_sub-stroke0092_00007_dwi.png,0.006504679553237386,21.867740936740606,0.288383234477403,0.12064684182405472
test_sub-stroke0092_00008_dwi.png,0.00539518022447924,22.679940432536338,0.22503256788069198,0.08430314809083939
test_sub-stroke0092_00009_dwi.png,0.0062445610684061514,22.04498082873279,0.1753518080700787,0.08970274031162262
test_sub-stroke0092_00010_dwi.png,0.005962249760022964,22.245898352259243,0.11063679363235335,0.08173297345638275
test_sub-stroke0092_00011_dwi.png,0.006144491237100563,22.11514070803077,0.10081484328500154,0.09209862351417542
test_sub-stroke0092_00012_dwi.png,0.005898226716290672,22.292785380335193,0.11179168997555804,0.09400521218776703
test_sub-stroke0092_00013_dwi.png,0.002978336333000292,25.26026260472912,0.2664368425800478,0.10368040204048157
test_sub-stroke0092_00014_dwi.png,0.0027191319015024973,25.655697248489552,0.36403447583559495,0.10529132932424545
test_sub-stroke0092_00015_dwi.png,0.003511933321402705,24.5445373833022,0.4101484596212039,0.1097426488995552
test_sub-stroke0092_00016_dwi.png,0.005851869841375895,22.327053421162518,0.42760154888718865,0.10915356874465942
test_sub-stroke0092_00017_dwi.png,0.005215286667815816,22.827218147870482,0.3419725360946366,0.09614913165569305
test_sub-stroke0092_00018_dwi.png,0.00818978806621598,20.86727336684494,0.17078012038514612,0.10189947485923767
test_sub-stroke0092_00019_dwi.png,0.014032038021862814,18.528792471919143,0.17895891506124334,0.10063739120960236
test_sub-stroke0092_00020_dwi.png,0.016025071788712653,17.952000162633144,0.1892057733525811,0.0976228266954422
test_sub-stroke0092_00021_dwi.png,0.01209308691394248,19.174628258083434,0.21534798605270286,0.10078571736812592
test_sub-stroke0092_00022_dwi.png,0.019312215352091683,17.141679043664638,0.18888285088511517,0.10742991417646408
test_sub-stroke0092_00023_dwi.png,0.015051376488433132,18.224237808678243,0.22157502903717372,0.09617999196052551
test_sub-stroke0092_00024_dwi.png,0.020115105348154527,16.964776885711,0.3099624400683321,0.09946148842573166
test_sub-stroke0092_00025_dwi.png,0.02360618706592807,16.26974155655526,0.3077770852888856,0.0982152670621872
test_sub-stroke0092_00026_dwi.png,0.017551636081438837,17.556823944105137,0.26362268649879456,0.10126002132892609
test_sub-stroke0092_00027_dwi.png,0.021680130732904312,16.639381032956543,0.3111407558582432,0.11005079001188278
test_sub-stroke0092_00028_dwi.png,0.01747804336655387,17.57507187415072,0.2859738494824168,0.09913215786218643
test_sub-stroke0092_00029_dwi.png,0.012451464988651462,19.04779548242348,0.2888538094898676,0.08883597701787949
test_sub-stroke0092_00030_dwi.png,0.013074656532530093,18.835697111020764,0.35094583856889966,0.08170361071825027
test_sub-stroke0092_00031_dwi.png,0.006796388734191389,21.677217886779193,0.3360669687089886,0.07502974569797516
test_sub-stroke0092_00032_dwi.png,0.008216776884001187,20.852985055738593,0.328344360752877,0.07755077630281448
test_sub-stroke0092_00033_dwi.png,0.0068900740777603775,21.617761088050568,0.247523104672702,0.07257174700498581
test_sub-stroke0092_00034_dwi.png,0.007181594435566346,21.437791243239662,0.23914333650837002,0.07307228446006775
test_sub-stroke0092_00035_dwi.png,0.0077724388342558515,21.09442686981739,0.2459563989783687,0.07027877867221832
test_sub-stroke0092_00036_dwi.png,0.005229460692535104,22.815430970472477,0.2724332206410492,0.06497341394424438
test_sub-stroke0092_00037_dwi.png,0.011748136461877362,19.30031017520694,0.4312765538858439,0.07737165689468384
test_sub-stroke0092_00038_dwi.png,0.013106811748913344,18.825029382296744,0.3735553502329963,0.07858166098594666
test_sub-stroke0092_00039_dwi.png,0.013731359527821674,18.622864615832903,0.3658681932448494,0.08019556105136871
test_sub-stroke0092_00040_dwi.png,0.013841429055774845,18.588190689112135,0.36247956568899903,0.07457045465707779
test_sub-stroke0092_00041_dwi.png,0.0025976414301041584,25.8542079771046,0.467416920159754,0.05603386089205742
test_sub-stroke0092_00042_dwi.png,0.002686213741534743,25.708594335601216,0.43349942578136375,0.064234659075737
test_sub-stroke0092_00043_dwi.png,0.003503665852818999,24.554773195121335,0.40120750054816356,0.0650341585278511
test_sub-stroke0092_00044_dwi.png,0.010695305876820382,19.708067904551786,0.29335887841411007,0.0628562942147255
test_sub-stroke0092_00045_dwi.png,0.009612657782941403,20.171565185872975,0.1756722125715146,0.058245182037353516
test_sub-stroke0092_00046_dwi.png,0.009330577954820674,20.300914543440207,0.15399450757596053,0.06206386536359787
test_sub-stroke0092_00047_dwi.png,0.006283253617297313,22.01815410064457,0.4460912588739785,0.06357194483280182
test_sub-stroke0092_00048_dwi.png,0.004909058591059529,23.090017844366983,0.44899267349462724,0.05603846162557602
test_sub-stroke0092_00049_dwi.png,0.005999114088980018,22.219128787287694,0.4024428512249516,0.05933094769716263
test_sub-stroke0092_00050_dwi.png,0.005824124059121083,22.3476938273041,0.27630774794186697,0.06736063212156296
test_sub-stroke0092_00051_dwi.png,0.006433551685873812,21.91549205655798,0.19537369027744053,0.07662750035524368
test_sub-stroke0092_00052_dwi.png,0.005252607558725725,22.796250456934914,0.4336746475071856,0.0676480159163475
test_sub-stroke0092_00053_dwi.png,0.005689778355311564,22.449046511690742,0.42480054878235723,0.12210819125175476
test_sub-stroke0092_00054_dwi.png,0.016569353999739522,17.806944233741117,0.2951442317667346,0.20418590307235718
test_sub-stroke0092_00055_dwi.png,0.02310704434433483,16.362556022074962,0.291379921145601,0.2505693733692169
test_sub-stroke0092_00056_dwi.png,0.035305944786727966,14.521521622977257,0.38961707357711767,0.3122331202030182
test_sub-stroke0092_00057_dwi.png,0.05134873869626219,12.89470219719691,0.276019828552038,0.3552994132041931
test_sub-stroke0092_00058_dwi.png,0.06831410244796168,11.654896333152621,0.290865405330675,0.38379597663879395
test_sub-stroke0092_00059_dwi.png,0.08620720693670847,10.644564255672964,0.13857038726471327,0.43623581528663635
test_sub-stroke0092_00060_dwi.png,0.1029331912795074,9.87444562407343,0.05772471379846287,0.4744167625904083
test_sub-stroke0092_00061_dwi.png,0.12231156002587001,9.12532494572958,0.2299850562667289,0.5086839199066162
test_sub-stroke0092_00062_dwi.png,0.12864249205584213,8.906155553834212,0.03837329852906895,0.533341646194458
test_sub-stroke0092_00063_dwi.png,0.1552129422338761,8.090720684746717,0.07619978463436475,0.5628436207771301
test_sub-stroke0092_00064_dwi.png,0.18274726807315722,7.381491066799299,0.0995166969319764,0.5945739150047302
test_sub-stroke0092_00065_dwi.png,0.17894083819758352,7.472905326586806,0.10581387372180287,0.5977777242660522
test_sub-stroke0092_00066_dwi.png,0.1831560634246433,7.371786993402752,0.11561406481524174,0.608993411064148
test_sub-stroke0092_00067_dwi.png,0.23225478269348757,6.340353340576623,0.15841283110279153,0.6302445530891418
test_sub-stroke0092_00068_dwi.png,0.20400220934147514,6.903651291446132,0.06341904832621062,0.6204434037208557
test_sub-stroke0093_00000_dwi.png,0.06970873316694501,11.567128097266188,0.01901796780077946,0.3505464494228363
test_sub-stroke0093_00001_dwi.png,0.05879318249511756,12.306730306654902,0.016312905165677946,0.3193843364715576
test_sub-stroke0093_00002_dwi.png,0.048286724818176696,13.161722508355389,0.018943283389494643,0.2776760458946228
test_sub-stroke0093_00003_dwi.png,0.042527099594807966,13.713342357417357,0.02196769477697236,0.2715287208557129
test_sub-stroke0093_00004_dwi.png,0.0376936985595675,14.237312468644275,0.04743873204082554,0.28976142406463623
test_sub-stroke0093_00005_dwi.png,0.03746226639245967,14.264059522153216,0.021456528872613314,0.272668719291687
test_sub-stroke0093_00006_dwi.png,0.02683696345919659,15.712666251468278,0.026948717860753004,0.24822267889976501
test_sub-stroke0093_00007_dwi.png,0.01394063091813677,18.55717570709683,0.05248317376097948,0.2400326281785965
test_sub-stroke0093_00008_dwi.png,0.010307689055036234,19.86838690986361,0.06971748456949944,0.22323864698410034
test_sub-stroke0093_00009_dwi.png,0.012013778084192711,19.203203945045843,0.05188364209932608,0.2056715190410614
test_sub-stroke0093_00010_dwi.png,0.008243160777941072,20.839062294184995,0.07682690448922944,0.1904316395521164
test_sub-stroke0093_00011_dwi.png,0.024898724639021014,16.038228977404415,0.06212292539836462,0.21150940656661987
test_sub-stroke0093_00012_dwi.png,0.006809420822897511,21.66889825549252,0.09372452561394148,0.1501665860414505
test_sub-stroke0093_00013_dwi.png,0.0030431173641485565,25.16681297849133,0.3110137096032075,0.10089068114757538
test_sub-stroke0093_00014_dwi.png,0.0026086803157625293,25.835791388403415,0.3162862150599806,0.0891411155462265
test_sub-stroke0093_00015_dwi.png,0.011801271271423969,19.28071206556076,0.09356967284283396,0.09991654008626938
test_sub-stroke0093_00016_dwi.png,0.0037751375225250905,24.2306722305839,0.30201757363705867,0.08798132836818695
test_sub-stroke0093_00017_dwi.png,0.004246518056645721,23.719670249090342,0.294280805783722,0.08216451108455658
test_sub-stroke0093_00018_dwi.png,0.0037186012486364883,24.296203892133402,0.38775059159885067,0.09509865939617157
test_sub-stroke0093_00019_dwi.png,0.008175924099973919,20.87463148901572,0.10964075419006249,0.10703058540821075
test_sub-stroke0093_00020_dwi.png,0.005586250480975913,22.528795949388474,0.13423233433893927,0.07926303148269653
test_sub-stroke0093_00021_dwi.png,0.0035352991874642303,24.515738265724604,0.31554269783085803,0.07804309576749802
test_sub-stroke0093_00022_dwi.png,0.004244678071723462,23.721552422812273,0.21305400873968022,0.08233800530433655
test_sub-stroke0093_00023_dwi.png,0.0047766340175064426,23.20878032793759,0.1854044228109348,0.08651865273714066
test_sub-stroke0093_00024_dwi.png,0.006827364642690431,21.65746901296666,0.1382591357761203,0.08206194639205933
test_sub-stroke0093_00025_dwi.png,0.009998994753460666,20.00043659496963,0.15063234331415165,0.09077519178390503
test_sub-stroke0093_00026_dwi.png,0.009966227242677317,20.01469214584621,0.17084407713031383,0.09571663290262222
test_sub-stroke0093_00027_dwi.png,0.007601619718091535,21.190938603926604,0.17564007325589745,0.09060472249984741
