image,mse,psnr,ssim,lpips
test_sub-stroke0092_00000_dwi.png,0.09100267498672804,10.40945841581097,0.8256928359579799,0.3238499164581299
test_sub-stroke0092_00001_dwi.png,0.07359401278852795,11.331575160792278,0.813779343153723,0.33465367555618286
test_sub-stroke0092_00002_dwi.png,0.05594620988881227,12.522293296920001,0.8768724190070776,0.29016509652137756
test_sub-stroke0092_00003_dwi.png,0.03870571752708088,14.122248771760788,0.8372135215107916,0.27752768993377686
test_sub-stroke0092_00004_dwi.png,0.02134725666777962,16.706579281610306,0.8728925580335533,0.2196817398071289
test_sub-stroke0092_00005_dwi.png,0.00889885020725703,20.50666103568779,0.8562200275294527,0.1812417060136795
test_sub-stroke0092_00006_dwi.png,0.004421373858059657,23.544427609078326,0.8435225649820771,0.16825416684150696
test_sub-stroke0092_00007_dwi.png,0.002806474090044059,25.518389629233162,0.879134322599996,0.10862647742033005
test_sub-stroke0092_00008_dwi.png,0.0016704823357574783,27.771581123776095,0.8469703129399409,0.08984063565731049
test_sub-stroke0092_00009_dwi.png,0.0013959304320745602,28.551362247780254,0.8909884214364917,0.07899656891822815
test_sub-stroke0092_00010_dwi.png,0.0015595253457809932,28.070075625911105,0.8853839094820327,0.08167420327663422
test_sub-stroke0092_00011_dwi.png,0.002043883116496059,26.89543943817275,0.834684363133857,0.09588252753019333
test_sub-stroke0092_00012_dwi.png,0.002294594708496134,26.39294012265069,0.842878953279603,0.12867601215839386
test_sub-stroke0092_00013_dwi.png,0.002740312622776825,25.621998887846992,0.8170010531753147,0.11991807818412781
test_sub-stroke0092_00014_dwi.png,0.0018039977957265974,27.43763997450596,0.7988561115325333,0.1122945100069046
test_sub-stroke0092_00015_dwi.png,0.0031304582109429324,25.04392089316342,0.800811135077455,0.11741072684526443
test_sub-stroke0092_00016_dwi.png,0.005725749054576512,22.42167689950623,0.7923086406149565,0.11432410031557083
test_sub-stroke0092_00017_dwi.png,0.005110787207157574,22.91512200962415,0.793467984264583,0.10496395081281662
test_sub-stroke0092_00018_dwi.png,0.0031451617608858617,25.023570131587753,0.7729569544175355,0.09921298921108246
test_sub-stroke0092_00019_dwi.png,0.004212432791026927,23.75467015193362,0.8088091930970298,0.09297879785299301
test_sub-stroke0092_00020_dwi.png,0.003908040941979829,24.080408951112027,0.8056470106087816,0.08024059981107712
test_sub-stroke0092_00021_dwi.png,0.0035826116575848332,24.45800265266339,0.8113730344756279,0.09236755222082138
test_sub-stroke0092_00022_dwi.png,0.0043047422525224754,23.66052846918413,0.8117925020476193,0.08910035341978073
test_sub-stroke0092_00023_dwi.png,0.005549554683865338,22.557418648231376,0.7940552462205814,0.09583324939012527
test_sub-stroke0092_00024_dwi.png,0.006806781785019755,21.670581719869773,0.7863758243059911,0.08582394570112228
test_sub-stroke0092_00025_dwi.png,0.0033241259530351897,24.783225289096393,0.8143427836860174,0.07520750164985657
test_sub-stroke0092_00026_dwi.png,0.0030569559634201215,25.147108174012885,0.8187943800399333,0.0807519257068634
test_sub-stroke0092_00027_dwi.png,0.0021688496942925406,26.63770544436341,0.8378793845298137,0.07047471404075623
test_sub-stroke0092_00028_dwi.png,0.0026615573906711987,25.74864164778436,0.8186884528597475,0.07831135392189026
test_sub-stroke0092_00029_dwi.png,0.003001806482504643,25.226173088580204,0.8263304278443678,0.07997225224971771
test_sub-stroke0092_00030_dwi.png,0.003235336029615371,24.90080605805534,0.8062201393614492,0.06781722605228424
test_sub-stroke0092_00031_dwi.png,0.004474941498234686,23.492126379257073,0.7922552546286772,0.07895131409168243
test_sub-stroke0092_00032_dwi.png,0.0049040972536879834,23.094409258629625,0.8021144496871159,0.08212050050497055
test_sub-stroke0092_00033_dwi.png,0.008684400207090048,20.612601709700435,0.8259473250375085,0.08327560126781464
test_sub-stroke0092_00034_dwi.png,0.008555819275200771,20.67738397617573,0.8050870526087582,0.08442788571119308
test_sub-stroke0092_00035_dwi.png,0.013637657527052649,18.65260219887774,0.7699055449780432,0.10215761512517929
test_sub-stroke0092_00036_dwi.png,0.012651123300946504,18.978709115044488,0.7551011749780189,0.11680327355861664
test_sub-stroke0092_00037_dwi.png,0.005578530228493195,22.534802092587853,0.7940804765207312,0.09962243586778641
test_sub-stroke0092_00038_dwi.png,0.0018716061384756733,27.27785539082689,0.8139621685747896,0.0774436891078949
test_sub-stroke0092_00039_dwi.png,0.0038056723833452266,24.195686012905774,0.7839896920620183,0.07667724043130875
test_sub-stroke0092_00040_dwi.png,0.003679962632608197,24.34156591254324,0.8306317888089423,0.07600168883800507
test_sub-stroke0092_00041_dwi.png,0.0027727198965023514,25.570940011569622,0.8049686532764249,0.07777146995067596
test_sub-stroke0092_00042_dwi.png,0.002330518448885849,26.325474547491567,0.788770970847558,0.09508129954338074
test_sub-stroke0092_00043_dwi.png,0.004945368198330358,23.05801368262919,0.8054184299767438,0.09141767770051956
test_sub-stroke0092_00044_dwi.png,0.002517713109352643,25.989937587887283,0.7610500158611376,0.09042344987392426
test_sub-stroke0092_00045_dwi.png,0.003156617254046784,25.007780739622532,0.7196891319955862,0.09080465137958527
test_sub-stroke0092_00046_dwi.png,0.002191117254646602,26.593343811415156,0.7474391841879066,0.08736803382635117
test_sub-stroke0092_00047_dwi.png,0.0037050990921515814,24.312001724082315,0.5778917059091438,0.10143354535102844
test_sub-stroke0092_00048_dwi.png,0.003245771731134106,24.886820265291295,0.49776177892787093,0.09971815347671509
test_sub-stroke0092_00049_dwi.png,0.003869904558124665,24.12299745676419,0.7842283278593748,0.08873669803142548
test_sub-stroke0092_00050_dwi.png,0.0039229474433583045,24.063875101759375,0.764351912627818,0.0829639807343483
test_sub-stroke0092_00051_dwi.png,0.002664038225080434,25.744595479617956,0.7560929676350016,0.08667054772377014
test_sub-stroke0092_00052_dwi.png,0.0034142262589162975,24.667077018086196,0.7677847533761234,0.08774033188819885
test_sub-stroke0092_00053_dwi.png,0.003923813174604662,24.062916789602458,0.6478654237688738,0.1555054783821106
test_sub-stroke0092_00054_dwi.png,0.005350844798406695,22.715776455821015,0.7983954964862344,0.191059410572052
test_sub-stroke0092_00055_dwi.png,0.01182786098734906,19.270937883716552,0.7828678782209149,0.24873925745487213
test_sub-stroke0092_00056_dwi.png,0.009056613693025711,20.430341565550552,0.8548481707473937,0.16990411281585693
test_sub-stroke0092_00057_dwi.png,0.022409255898838132,16.495725640090612,0.8137968497628202,0.19271999597549438
test_sub-stroke0092_00058_dwi.png,0.06618589146537543,11.792345772030226,0.7855379788076049,0.38765794038772583
test_sub-stroke0092_00059_dwi.png,0.08545105588968319,10.68282566480638,0.7626172068661828,0.42870983481407166
test_sub-stroke0092_00060_dwi.png,0.10453426952862988,9.807413112050554,0.7637376879568222,0.4564342498779297
test_sub-stroke0092_00061_dwi.png,0.12054756391218605,9.188415616464201,0.7506999478710792,0.4914599061012268
test_sub-stroke0092_00062_dwi.png,0.1393917774087449,8.557628441098366,0.7280322396303879,0.5250405669212341
